SIC5L4;SIC7L4;Level 5 text description
3660;2790;Electrodes manufacturing (carbon or graphite)
3660;2790;Electro-magnetic magnet chucks manufacturing
3660;2790;Electro-magnetic or permanent magnet clamps manufacturing
3660;2790;Electro-magnetic or permanent magnet couplings manufacturing
3660;2790;Electro-magnetic or permanent magnet lifting heads manufacturing
3660;2790;Electro-magnets manufacturing
3660;2790;Electron accelerator manufacturing
3660;2790;Electronic engine parts manufacturing (including aircraft)
3660;2790;Electronic equipment manufacturing not elsewhere classified
3660;2790;Extension cord manufacturing
3660;2790;Flashing electrical radio beacon manufacturing
3660;2790;Fuse block and clip manufacturing
3660;2790;Glow plugs manufacturing
3660;2790;Graphite electrodes manufacturing
3660;2790;Highway signal manufacturing
3660;2790;Horns manufacturing  (Electrical)
3660;2790;Ignition apparatus manufacturing
3660;2790;Ignition cable set manufacturing
3660;2790;Ignition coils manufacturing
3660;2790;Ignition magnetos manufacturing
3660;2790;Ignition wiring sets for vehicles, aircraft, ships  and  machinery manufacturing
3660;2790;Indicator panels manufacturing
3660;2790;Industrial electric apparatus manufacturing
3660;2790;Magneto-dynamos manufacturing
3660;2790;Magnets manufacturing
3660;2790;Particle accelerators manufacturing
3660;2790;Permanent magnet chucks manufacturing
3660;2790;Protection system equipment manufacturing
3660;2790;Rail bond for propulsion and signal circuit manufacturing
3660;2790;Resistance unit manufacturing (electrical)
3660;2790;Signal apparatus electric manufacturing
3660;2790;Signal generators manufacturing
3660;2790;Siren manufacturing
3660;2790;Sound signalling apparatus and devices manufacturing
3660;2790;Specialised electrical signalling equipment manufacturing (for use on cycles  and  motor vehicles )
3660;2790;Terminal lug manufacturing (fitting)
3660;2790;Traffic control equipment manufacturing (all types)
3660;2790;Traffic signal manufacturing
3660;2790;Wiring device, electric cut-out, manufacturing
3710;2790;Condenser, electric, manufacturing
3710;2790;Condensers manufacturing (electric)
3710;2790;Electrical capacitors manufacturing
3561;2811;Manufacture of boiler-turbine sets
3561;2811;Manufacture of engines and turbines, except aircraft, vehicle and cycle engines (for manufacture of motor vehicle, aircraft or cycle propulsion engines, see 2910, 3030, 3091)
3561;2811;Manufacture of gas turbines and parts (for manufacture of turbojets and turbo propellers, see 3030)
3561;2811;Manufacture of hydraulic turbines, waterwheels and regulators thereof (and parts)
3561;2811;Manufacture of inlet and exhaust valves of internal combustion engines
3561;2811;Manufacture of internal combustion piston engines, except motor vehicle, aircraft and cycle propulsion engines
3561;2811;Manufacture of internal combustion piston marine engines
3561;2811;Manufacture of internal combustion piston railway engines
3561;2811;Manufacture of pistons, piston rings, carburettors and such for all internal combustion engines, diesel engines etc
3561;2811;Manufacture of steam turbines and other vapour turbines and parts thereof
3561;2811;Manufacture of turbine-generator sets (for manufacture of electric generators or prime mover generator sets (except turbine generator sets), see 2710)
3561;2811;Manufacture of wind turbines and parts thereof
3561;2811;Boiler turbine manufacturing
3561;2811;Carburettor manufacturing, except for aircraft and motor vehicle
3561;2811;Compression-ignition internal combustion engines and turbines manufacturing (for ships)
3561;2811;Compression-ignition internal combustion piston engines manufacturing (except aircraft motor  and  motorcycle engines)
3561;2811;Diesel engines manufacturing, except motor vehicle and aircraft engines
3561;2811;Engine manufacturing  except motor vehicle and aircraft engines
3561;2811;Engines, internal combustion manufacturing (except aircraft motor  and  motorcycle engines)
3561;2811;Filter, internal combustion engine manufacturing
3561;2811;Gas engine manufacturing (except agricultural or motor vehicle)
3561;2811;Gas turbines - used as prime movers of electric generators or pumps manufacturing (other than turbojets or turbo-propellers of aircraft)
3561;2811;Gas turbines - used in marine propulsion (other than turbojets or turbo-propellers of aircraft) manufacturing
3561;2811;Hydraulic turbines manufacturing
3561;2811;Hydrojet engine manufacturing
3561;2811;Industrial gas engine manufacturing
3561;2811;Marine engines and marine diesel engines manufacturing
3561;2811;Marine jet units manufacturing
3561;2811;Marine turbine manufacturing
3561;2811;Parts and accessories  manufacturing (for non-electrical engines and turbines classified under subgroup 35610 e.g. valves, etc.)
3561;2811;Piston engine parts (other than for motor vehicle or aircraft propulsion) manufacturing
3561;2811;Piston engines - (other than for motor vehicle or aircraft propulsion) manufacturing
3561;2811;Piston manufacturing (other than for motor vehicle or aircraft propulsion engines)
3561;2811;Piston ring manufacturing (other than for motor vehicle or aircraft propulsion engines)
3561;2811;Rail engine manufacturing
3561;2811;Railroad engine building and repairing
3561;2811;Railway locomotive engines and turbines manufacturing
3561;2811;Reciprocating or rotary spark-ignition, internal combustion piston engines, for use in moving or stationary applications, manufacturing
3561;2811;Stationary steam engine with integral boiler manufacturing
3561;2811;Steam turbines and other vapour turbines manufacturing
3561;2811;Turbine manufacturing
3561;2811;Turbines manufacturing, used as prime movers of electric generators
3561;2811;Water turbine manufacturing
3561;2811;Water wheels and their regulating machinery manufacturing
3830;2811;Marine conversion of automotive engines
3860;2811;Carburettor manufacturing (aircraft)
3562;2812;Manufacture of fluid power equipment
3562;2812;Manufacture of fluid power systems
3562;2812;Manufacture of hydraulic and pneumatic components (including hydraulic pumps, hydraulic motors, hydraulic and pneumatic cylinders, hydraulic and pneumatic valves, hydraulic and pneumatic hose and fittings) (for manufacture of pumps and valves for non-fluid power applications, see 2813)
3562;2812;Manufacture of hydraulic transmission equipment (for manufacture of mechanical transmission equipment, see 2814)
3562;2813;Manufacture of air preparation equipment for use in pneumatic systems
3562;2813;Air compressor manufacturing
3562;2813;Air or vacuum pumps manufacturing
3562;2813;Air pump manufacturing
3562;2813;Bowser/petrol pump manufacturing
3562;2813;Brass valve manufacturing
3562;2813;Centrifugal pumps manufacturing and repairs
3562;2813;Cock, metal, manufacturing
3562;2813;Cocks for pipes, boiler shells, tanks, vats or the like, manufacturing
3562;2813;Compressors manufacturing (mounted on a common base even though the motor, evaporator or cabinet is absent)
3562;2813;Compressors, air or other gas, manufacturing
3562;2813;Cylinder pump manufacturing
3562;2813;Fire pump manufacturing
3562;2813;Fittings, steam, gas or water, non-ferrous metal, manufacturing
3562;2813;Gas compressors manufacturing
3562;2813;Gas pump fittings, ferrous metal, manufacturing
3562;2813;Gas pump manufacturing
3562;2813;Gas valve manufacturing, ferrous metal
3562;2813;Grease pump manufacturing
3562;2813;Hand pumps and pumps manufacturing (designed or fitting onto internal combustion engines, concrete pumps and other)
3562;2813;Hydraulic power engines and motors that consists of powerful pumps manufacturing
3562;2813;Manufacture of air or other gas compressors
3562;2813;Manufacture of air or vacuum pumps
3562;2813;Manufacture of hand pumps
3562;2813;Manufacture of heating taps and valves
3562;2813;Manufacture of industrial taps and valves, including regulating valves and intake taps
3562;2813;Manufacture of other pumps, compressors, taps and valves (for manufacture of valves of unhardened vulcanized rubber, glass or of ceramic materials, see 2219, 2310 or 2393) (for manufacture of inlet and exhaust valves of internal combustion engines, see 2811)
3562;2813;Manufacture of pumps designed for fitting to internal combustion engines: oil, water and fuel pumps for motor vehicles etc
3562;2813;Manufacture of pumps for liquids whether or not fitted with a measuring device
3562;2813;Manufacture of sanitary taps and valves
3562;2813;Measuring dispensing pump manufacturing
3562;2813;Oil pump booster manufacturing
3562;2813;Oil pump manufacturing or repairing
3562;2813;Petrol bowsers manufacturing
3562;2813;Petrol pump manufacturing
3562;2813;Plumbers' brass goods manufacturing
3562;2813;Plumbers' brassware manufacturing
3562;2813;Plumber's fitting manufacturing
3562;2813;Plumber's valve manufacturing
3562;2813;Plumbing fixture manufacturing
3562;2813;Pressure reducing valves manufacturing
3562;2813;Pump equipment manufacturing and installation
3562;2813;Pump jack manufacturing
3562;2813;Pumping machinery and equipment manufacturing
3562;2813;Pumps for liquids manufacturing (whether or not fitted with measuring devices)
3562;2813;Reducing valve manufacturing
3562;2813;Siphon, lead, manufacturing
3562;2813;Soda syphons, metal, manufacturing
3562;2813;Soda water siphon manufacturing
3562;2813;Steam fittings, reducing valve, ferrous metal, manufacturing
3562;2813;Steam reducing valve manufacturing
3562;2813;Steam valve manufacturing
3562;2813;Swimming pool pump filter manufacturing
3562;2813;Taps for pipes, boiler shells, tanks, vats or the like manufacturing
3562;2813;Thermostatically controlled valves manufacturing
3562;2813;Turbine pump manufacturing
3562;2813;Vacuum pump manufacturing
3562;2813;Valve core manufacturing
3562;2813;Valve manufacturing, non-ferrous metal
3562;2813;Valve parts, non-ferrous metal, manufacturing
3562;2813;Valves and similar appliances for pipes, boiler shells, tanks, vats or the like manufacturing
3562;2813;Valves or valve parts, steam, gas or water manufacturing, non-ferrous metal
3562;2813;Water pump fittings, ferrous metal, manufacturing
3562;2813;Water pump manufacturing
3562;2813;Water valve manufacturing, ferrous metal
3563;2814;Articulated link chains manufacturing
3563;2814;Automatic centrifugal clutches manufacturing
3563;2814;Ball and roller bearings manufacturing
3563;2814;Ball bearing manufacturing
3563;2814;Bearing housing manufacturing
3563;2814;Bearing parts manufacturing
3563;2814;Bearings manufacturing
3563;2814;Belt drive manufacturing
3563;2814;Bicycle chains manufacturing
3563;2814;Camshaft machining (except motor vehicles or aircraft)
3563;2814;Camshaft manufacturing (except motor vehicles or aircraft)
3563;2814;Centrifugal clutches manufacturing
3563;2814;Chain belting manufacturing
3563;2814;Chain manufacturing (power transmission chain)
3563;2814;Clutches manufacturing (excluding motor vehicles)
3563;2814;Compressed air clutches manufacturing
3563;2814;Crankshaft manufacturing
3563;2814;Engineering bearings manufacturing
3563;2814;Flywheels manufacturing
3563;2814;Friction gears manufacturing
3563;2814;Gear assembly manufacturing
3563;2814;Gear boxes manufacturing (except motor vehicles or aircraft)
3563;2814;Gears and gearing manufacturing
3563;2814;Manufacture of articulated link chain (for manufacture of other chain, see 2599)
3563;2814;Manufacture of ball and roller bearings and parts thereof
3563;2814;Manufacture of bearings, gears, gearing and driving elements
3563;2814;Manufacture of clutches and shaft couplings (for manufacture of (electromagnetic) clutches, see 2930)
3563;2814;Manufacture of flywheels and pulleys
3563;2814;Manufacture of gears, gearing and gear boxes and other speed changers
3563;2814;Manufacture of mechanical power transmission equipment:  bearing housings and plain shaft bearings (for manufacture of sub-assemblies of power transmission equipment identifiable as parts of vehicles or aircraft, see divisions 29 and 30)
3563;2814;Manufacture of mechanical power transmission shafts and cranks: camshafts, crankshafts, cranks etc. (for manufacture of sub-assemblies of power transmission equipment identifiable as parts of vehicles or aircraft, see divisions 29 and 30)
3563;2814;Manufacture of power transmission chain (for manufacture of other chain, see 2599)
3563;2814;Mechanical power transmission equipment manufacturing (any material)
3563;2814;Needle roller bearing manufacturing (cars)
3563;2814;Other bearing housings manufacturing
3563;2814;Pillow blocks manufacturing
3563;2814;Plain shaft housings manufacturing
3563;2814;Power shaft manufacturing
3563;2814;Power transmission chain manufacturing
3563;2814;Power transmission equipment manufacturing (excluding sub-assemblies thereof, identifiable as motor vehicle or aircraft parts)
3563;2814;Races manufacturing (bearings)
3563;2814;Retaining rings manufacturing
3563;2814;Roller bearing manufacturing
3563;2814;Shaft couplings manufacturing
3563;2814;Sprocket chain or wheel manufacturing
3563;2814;Transmission shaft manufacturing
3563;2814;Universal joint manufacturing, excluding aircraft and motor vehicle
3563;2814;Variable speed drives manufacturing
3564;2815;Boiler burner unit manufacturing
3564;2815;Burners for gas manufacturing
3564;2815;Burners for liquid oil manufacturing
3564;2815;Burners for pulverised solid fuel manufacturing
3564;2815;Ceramics kiln manufacturing
3564;2815;Electric furnace manufacturing (not space heater)
3564;2815;Electric ovens manufacturing
3564;2815;Furnace blower, filter unit manufacturing
3564;2815;Furnace burner manufacturing
3564;2815;Furnace burner unit manufacturing
3564;2815;Furnace casing, metal, manufacturing
3564;2815;Furnace industrial manufacturing (not electric or space heater)
3564;2815;Incinerator, metal, manufacturing
3564;2815;Induction or dielectric furnaces and ovens manufacturing
3564;2815;Industrial oil burner manufacturing
3564;2815;Industrial oven manufacturing
3564;2815;Laboratory furnace manufacturing
3564;2815;Manufacture of ash dischargers 
3564;2815;Manufacture of burners
3564;2815;Manufacture of electric household-type furnaces (electric forced air furnaces, heat pumps, etc.)
3564;2815;Manufacture of electric swimming pool heaters
3564;2815;Manufacture of electrical and other industrial and laboratory furnaces and ovens, including incinerators (for manufacture of household ovens, see 2750 and bakery ovens, see 2825) (for manufacture of (dental) laboratory furnaces, see 3250)
3564;2815;Manufacture of grates
3564;2815;Manufacture of mechanical stokers
3564;2815;Manufacture of non-electric household forced air furnaces
3564;2815;Manufacture of ovens, furnaces and furnace burners
3564;2815;Manufacture of permanent mount electric space heaters
3564;2815;Manufacture of permanent mount non-electric household heating equipment, such as solar heating, steam heating, oil heat and similar furnaces and heating equipment
3564;2815;Mechanical ash dischargers manufacturing
3564;2815;Mechanical grates manufacturing
3564;2815;Mechanical stokers manufacturing
3564;2815;Non-electric furnaces manufacturing
3564;2815;Non-electric ovens manufacturing (for roasting, melting or other heat-treatment of ores, pyrites, non-metallic minerals, metals or other materials)
3564;2815;Open hearth furnace manufacturing
3564;2815;Ovens industrial manufacturing (not electric)
3564;2815;Range burner manufacturing
3564;2815;Wood furnace or oven manufacturing
3565;2816;Manufacture of conveyors, telfers (téléphériques) etc
3565;2816;Manufacture of lifts, escalators and moving walkways (for manufacture of continuous-action elevators and conveyors for underground use, see 2824) (for installation of lifts and elevators, see 4329)
3565;2816;Manufacture of mechanical manipulators and industrial robots specifically designed for lifting, handling, loading or unloading (for manufacture of industrial robots for multiple uses, see 2829)
3565;2816;Manufacture of parts specialised for lifting and handling equipment
3879;2816;Manufacture of works trucks, whether or not fitted with lifting or handling equipment, whether or self-propelled, of the type used in factories (including hand trucks and wheelbarrows)
3565;2816;Anchor capstan manufacturing
3565;2816;Automatic tyre inflator manufacturing
3565;2816;Automobile lift, elevator manufacturing
3565;2816;Block tackle, metal, manufacturing
3565;2816;Buckets manufacturing (specialised parts for lifting and handling equipment)
3565;2816;Capstans manufacturing (not for lathe)
3565;2816;Continuous or intermittent action machines manufacturing
3565;2816;Conveyers manufacturing (loading  and  unloading, not for mining/quarrying/construction)
3565;2816;Cranes, including cable cranes, manufacturing
3565;2816;Derricks manufacturing
3565;2816;Elevator manufacturing
3565;2816;Escalator manufacturing, installation
3565;2816;Forklift truck and crane manufacturing (not mining purposes)
3565;2816;Grabs manufacturing
3565;2816;Gravity conveyor manufacturing
3565;2816;Hand-operated screw-jack manufacturing (vehicle jack)
3565;2816;Hauling machine manufacturing
3565;2816;Hoist manufacturing
3565;2816;Hydraulic jack manufacturing
3565;2816;Industrial tractor manufacturing
3565;2816;Jacking equipment manufacturing
3565;2816;Jacks manufacturing
3565;2816;Lift manufacturing
3565;2816;Lifting jack manufacturing
3565;2816;Liquid elevators manufacturing
3565;2816;Loader manufacturing
3565;2816;Machines for handling or lifting (integrally mounted on a wheeled chassis) manufacturing
3565;2816;Machines manufacturing for the mechanical handling of material, goods, people (not transport equipment)
3565;2816;Manufacture of derricks, cranes, mobile lifting frames, straddle carriers etc. (for manufacture of crane-lorries, floating cranes, railway cranes, see 2910, 3011, 3020)
3565;2816;Manufacture of hand-operated or power-driven lifting, handling, loading or unloading machinery
3565;2816;Manufacture of lifting and handling equipment
3565;2816;Manufacture of pulley tackle and hoists, winches, capstans and jacks
3565;2816;Manufacturing of tractors for railway platforms
3565;2816;Marine capstan manufacturing
3565;2816;Material handling equipment manufacturing, installation
3565;2816;Overhead conveyor manufacturing
3565;2816;Overhead moving crane manufacturing
3565;2816;Pneumatic conveying system manufacturing
3565;2816;Pneumatic tube conveying system manufacturing
3565;2816;Pulley block manufacturing
3565;2816;Pulley tackle and hoists manufacturing
3565;2816;Sheave manufacturing
3565;2816;Shovels manufacturing (specialised part for handling and lifting equipment)
3565;2816;Stacker manufacturing
3565;2816;Stacker, industrial, manufacturing
3565;2816;Stationary and mobile machines, for lifting or handling of goods, manufacturing
3565;2816;Straddle carriers manufacturing
3565;2816;Tackle blocks, metal, manufacturing
3565;2816;Tyre inflator manufacturing
3565;2816;Winch manufacturing
3565;2816;Winches and capstans manufacturing
3879;2816;Barrow manufacturing
3879;2816;Wheelbarrow manufacturing
3590;2817;"Manufacture of blackboards; white boards and marker boards"
3590;2817;Manufacture of cash registers, mechanically operated
3590;2817;Manufacture of dictating machines
3590;2817;Manufacture of hole punches
3590;2817;Manufacture of photocopy machines
3590;2817;Manufacture of tape dispensers
3590;2817;Manufacture of toner cartridges
3590;2817;Manufacture of voting machines
3929;2817;Manufacture of staplers and staple removers
3590;2817;Accounting machine manufacturing 
3590;2817;Adding machine manufacturing
3590;2817;Addressing machines manufacturing
3590;2817;Addressing plate stencil manufacturing
3590;2817;Automatic bank notes dispensers manufacturing
3590;2817;Automatic typewriters manufacturing
3590;2817;Automatic typewriters manufacturing (through  which a previously perforated band is run, typing a stock message)
3590;2817;Automatic typewriters manufacturing (with limited memory, able to correct and retype text automatically)
3590;2817;Business office machinery manufacturing
3590;2817;Calculators manufacturing
3590;2817;Cancelling machine manufacturing
3590;2817;Card punching machine manufacturing
3590;2817;Card sorting machine manufacturing (computer peripherals)
3590;2817;Cash registers manufacturing
3590;2817;Coin counter and changer manufacturing
3590;2817;Coin wrapping machine manufacturing
3590;2817;Dating device manufacturing
3590;2817;Desk pencil sharpeners manufacturing
3590;2817;Dictating machine manufacturing
3590;2817;Electronic calculating machines manufacturing (handheld or desktop electronic type)
3590;2817;Electro-typing machine manufacturing
3590;2817;Envelope sealer manufacturing
3590;2817;Envelope-filling or stuffing machine manufacturing
3590;2817;Graph plotter manufacturing
3590;2817;Handsealer for gummed tape manufacturing
3590;2817;Hectograph or stencil duplicating machines manufacturing
3590;2817;Label moistener manufacturing
3590;2817;Letter folding machine manufacturing
3590;2817;Machines incorporating a device for transmitting typed figures to a separate calculating machine, manufacturing
3590;2817;Machines that sort mail, manufacturing
3590;2817;Machines that sort, wrap or count coins, manufacturing
3590;2817;Machines that stuff envelopes, manufacturing
3590;2817;Magnetic or optical readers manufacturing
3590;2817;Manifolding machine manufacturing
3590;2817;Manufacture of adding machines
3590;2817;Manufacture of calculating machines
3590;2817;Manufacture of calculators, electronic or not
3590;2817;Manufacture of cash registers
3590;2817;Manufacture of cheque writing machines
3590;2817;Manufacture of coin counting and coin wrapping machinery
3590;2817;"Manufacture of mail handling machines (envelope stuffing, sealing and addressing machinery; opening, sorting, scanning), collating machinery"
3590;2817;Manufacture of office machinery and equipment (for manufacture of computers and peripheral equipment, see 2620)
3590;2817;Manufacture of office-type binding equipment (i.e. plastic or tape binding)
3590;2817;Manufacture of pencil sharpeners
3590;2817;Manufacture of postage meters
3590;2817;Manufacture of stenography machines
3590;2817;Manufacture of typewriters
3590;2817;Office machine manufacturing
3590;2817;Paper tape reader manufacturing
3590;2817;Perforating machines manufacturing
3590;2817;Perforator manufacturing
3590;2817;Photocopy machine manufacturing
3590;2817;Pocket calculator manufacturing
3590;2817;Postage franking machines manufacturing
3590;2817;Postage meter manufacturing
3590;2817;Postal franking machine manufacturing
3590;2817;Protective and perforator device manufacturing
3590;2817;Punch card machine manufacturing
3590;2817;Punch-card, verifying machine manufacturing
3590;2817;Seal press manufacturing
3590;2817;Sorting machine manufacturing (sort, wrap or count coins in banks)
3590;2817;Stapling machines manufacturing
3590;2817;Stencil and plate, addressing machine, manufacturing
3590;2817;Stencil machine manufacturing
3590;2817;Thermo-copying apparatus manufacturing
3590;2817;Ticket counting machine manufacturing
3590;2817;Ticket-issuing machines manufacturing
3590;2817;Typewriter manufacturing (manual or electric)
3929;2817;Stapler manufacturing
3572;2818;Iron and steel welder (Non-electric)
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: buffers
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: circular or reciprocating saws
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: drills and hammer drills
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: grinders
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: hand held power sanders
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: impact wrenches
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: planers
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: pneumatic nailers
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: powder actuated nailers
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: routers
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: shears and nibblers
3572;2818;Manufacture of hand tools, with self-contained electric or non-electric motor or pneumatic drive: staplers
3572;2818;Manufacture of pneumatic rivet guns
3572;2818;Manufacture of power-driven hand tools
3572;2818;Chain saws manufacturing
3572;2818;Drills, electric, manufacturing
3572;2818;Electric drill manufacturing
3572;2818;Hand tools, power operated manufacturing
3572;2818;Hand tools, with selfcontained electric motor, manufacturing
3572;2818;Hydraulic or pneumatic riveter manufacturing
3572;2818;Pneumatic drill manufacturing, excluding rock drill
3572;2818;Pneumatic or power-operated screwdriver or handtool manufacturing
3572;2818;Pneumatic tool manufacturing
3572;2818;Power driven portable tool manufacturing
3572;2818;Power saw manufacturing
3572;2818;Power shearing machine manufacturing
3572;2818;Powerdriven handtool manufacturing (with selfcontained electric or non-electric motor)
3572;2818;Riveters manufacturing
3572;2818;Riveting hammer manufacturing
3572;2818;Riveting machine manufacturing
3572;2818;Rotary or rotary percussion drills manufacturing
3569;2819;Floor scrubbing machine manufacturing
3569;2819;Manufacture of air-conditioning machines, except for motor vehicles
3569;2819;Manufacture of attic ventilation fans (gable fans, roof ventilators, etc.)
3569;2819;Manufacture of calendering or other rolling machines and cylinders thereof (except for metal and glass)
3569;2819;Manufacture of centrifuges (for manufacture of commercial clothes dryers, see 2826) (for manufacture of cream separators, see 2825)
3569;2819;Manufacture of distilling or rectifying plant for petroleum refineries, chemical industries, beverage industries etc.
3569;2819;Manufacture of equipment for projecting, dispersing or spraying liquids or powders:  spray guns, fire extinguishers, sandblasting machines, steam cleaning machines etc. (for manufacture of agricultural spraying machinery, see 2821)
3569;2819;Manufacture of filtering or purifying machinery and apparatus for liquids (for manufacture of machinery for filtering or purifying food, see 2825)
3569;2819;Manufacture of gas generators
3569;2819;Manufacture of gaskets and similar joints made of a combination of materials or layers of the same material
3569;2819;Manufacture of heat exchangers
3569;2819;Manufacture of industrial refrigerating or freezing equipment, including assemblies of major components (for manufacture of domestic refrigerating or freezing equipment, see 2750)
3569;2819;Manufacture of levels
3569;2819;Manufacture of machinery for cleaning or drying bottles and for aerating beverages (for manufacture of agricultural dryers, see 2825)
3569;2819;Manufacture of machinery for liquefying air or gas
3569;2819;Manufacture of machinists' precision tools (except optical)
3569;2819;Manufacture of non-domestic fans (for manufacture of domestic fans, see 2750)
3569;2819;Manufacture of other general-purpose machinery
3569;2819;Manufacture of packing and wrapping machinery: filling, closing, sealing, capsuling or labelling machines etc
3569;2819;Manufacture of parts for general-purpose machinery
3569;2819;Manufacture of tape measures and similar hand tools
3569;2819;Manufacture of weighing machinery:  household and shop scales, platform scales, scales for continuous weighing, weighbridges, weights etc. (For manufacture of sensitive (laboratory-type) balances, see 2651)
3572;2819;Manufacture of non-electrical soldering equipment (for manufacture of electrical  soldering equipment, see 2790)
3572;2819;Manufacture of non-electrical welding equipment (for manufacture of electrical welding equipment, see 2790)
3572;2819;Soldering machines manufacturing (non-electric)
3579;2819;Manufacture of automatic goods vending machines
3660;2819;Manufacture of air-conditioning machines for motor vehicles
3129;2819;Textile gasket manufacturing
3569;2819;Acetylene gas generators manufacturing
3569;2819;Air dehumidifying apparatus manufacturing
3569;2819;Air exhaust and moving equipment manufacturing
3569;2819;Air siren manufacturing
3569;2819;Air-conditioner manufacture (manufacturing)
3569;2819;Air-conditioning system, sheet metal, manufacturing
3569;2819;Air-conditioning unit manufacturing
3569;2819;Apothecary scale manufacturing
3569;2819;Assemblies of major components of the refrigerators and freezers manufacturing
3569;2819;Blowers and exhausters, industrial manufacturing
3569;2819;Boron nitride coating machine tool parts manufacturing
3569;2819;Bottle steriliser manufacturing
3569;2819;Bottle washing machine manufacturing
3569;2819;Bottling machine manufacturing
3569;2819;Bottling machine, food, drink, manufacturing
3569;2819;Brake burnishing machine manufacturing
3569;2819;Calender type ironing machines manufacturing
3569;2819;Calendering or other rolling machines, other than for metals or glass, manufacturing
3569;2819;Can making/sealing machinery manufacturing
3569;2819;Can or bottle washing machinery manufacturing
3569;2819;Canning and food packing machinery manufacturing (food, drink, etc. processing)
3569;2819;Canning machinery, food or drink, manufacturing
3569;2819;Capsuling machines manufacturing
3569;2819;Centrifugal drier manufacturing (excluding clothesdriers and cream separators)
3569;2819;Centrifugal purifier manufacturing
3569;2819;Centrifuges other than cream separators or clothes dryers manufacturing
3569;2819;Cleaning machinery for bottles or other containers manufacturing
3569;2819;Closing machines manufacturing
3569;2819;Coin scale manufacturing
3569;2819;Cold store refrigeration equipment manufacturing
3569;2819;Commercial/industrial refrigeration equipment manufacturing
3569;2819;Container filling machines manufacturing
3569;2819;Cool store manufacturing
3569;2819;Coolroom refrigeration plant manufacturing
3569;2819;Drying machines for bottles or other containers manufacturing
3569;2819;Electric and non-electric industrial watercoolers manufacturing
3569;2819;Electrically operated, handheld spraygun manufacturing
3569;2819;Equipment for projecting, dispersing or spraying liquids or powders manufacturing (whether or not hand-operated)
3569;2819;Exhaust fan manufacturing
3569;2819;Exhaust hoods for commercial, laboratory or industrial use manufacturing
3569;2819;Fan, industrial, manufacturing
3569;2819;Filling machines manufacturing
3569;2819;Filtering equipment manufacturing
3569;2819;Filtering or purifying machinery manufacturing
3569;2819;Fire appliance manufacturing
3569;2819;Fire extinguishers manufacturing
3569;2819;Fire sprinkler equipment manufacturing
3569;2819;Fire sprinkler manufacturing
3569;2819;Flexible shaft manufacturing
3569;2819;Floor sanding machine portable manufacturing
3569;2819;Foil wrapping machine manufacturing
3569;2819;Food canning grading machine manufacturing
3569;2819;Food packing machine manufacturing
3569;2819;Furniture designed to accommodate refrigeration or freezing equipment manufacturing
3569;2819;Gas and water gas producer machines manufacturing
3569;2819;Gas generator manufacturing
3569;2819;General purpose machinery not elsewhere classified manufacturing
3569;2819;Grease gun pneumatic or power operated manufacturing
3569;2819;Heat exchangers machines manufacturing
3569;2819;Heating ventilation machinery manufacturing
3569;2819;Hydro cooler manufacturing
3569;2819;Ice cabinet commercial manufacturing
3569;2819;Industrial dishwashing machine manufacturing
3569;2819;Industrial refrigerator manufacturing
3569;2819;Insulation machine manufacturing
3569;2819;Jet projecting machines manufacturing
3569;2819;Labelling machine manufacturing
3569;2819;Liquefying air or gas machines manufacturing
3569;2819;Machine gasket and similar joints manufacturing (combination of materials or layers of the same material)
3569;2819;Machinery converting weights to counts manufacturing
3569;2819;Manufacture and design of fans and ducting by third party concerns on behalf of manufacturer
3569;2819;manufacturing plastic injected panels/sealed unit (polystyrene and polyurethane) for refrigeration unit/coldrooms
3569;2819;Packaging machine manufacturing
3569;2819;Packing and  wrapping machines manufacturing
3569;2819;Paint spraying machine manufacturing
3569;2819;Platform scales - portable or mobile manufacturing
3569;2819;Refrigerated beverage display cabinet manufacturing
3569;2819;Refrigerated display case manufacturing
3569;2819;Refrigerated food display cabinet manufacturing
3569;2819;Refrigerated showcase manufacturing
3569;2819;Refrigerating and freezing equipment manufacturing (for display and for other purposes)
3569;2819;Refrigeration engineering
3569;2819;Refrigeration machine manufacturing
3569;2819;Refrigerator cabinet manufacturing (wood or metal)
3569;2819;Refrigerator part manufacturing
3569;2819;Reservoirs, tanks and containers fitted with mechanical or thermal equipment manufacturing
3569;2819;Rivet forge manufacturing
3569;2819;Sand blasting machine manufacturing
3569;2819;Scale manufacturing
3569;2819;Scales - household and shop manufacturing
3569;2819;Scales for continuous weighing of goods manufacturing
3569;2819;Scales for weighing a continuous flow of liquids manufacturing
